Date, Open, High, Low, Close, Volume
11/11/24, 42.50, 42.90, 42.00, 42.70, 227447
11/08/24, 42.10, 42.60, 42.00, 42.00, 258583
11/07/24, 42.00, 42.60, 41.60, 42.00, 273337
11/06/24, 42.10, 42.20, 41.20, 41.90, 545752
11/05/24, 43.00, 43.00, 42.10, 42.10, 176779
11/04/24, 42.20, 43.40, 42.20, 43.00, 357811
11/01/24, 42.50, 42.50, 42.00, 42.00, 337678
10/30/24, 42.30, 43.00, 42.00, 42.50, 526326
10/29/24, 42.00, 42.30, 41.60, 42.00, 576024
10/28/24, 42.00, 42.20, 41.60, 42.00, 413317
10/25/24, 42.00, 42.00, 41.60, 42.00, 6701
10/24/24, 41.80, 42.30, 41.80, 42.00, 426953
10/23/24, 41.60, 41.90, 41.60, 41.80, 58377
10/22/24, 41.60, 41.70, 41.50, 41.60, 13746
10/21/24, 42.00, 42.00, 41.80, 41.80, 106202
10/18/24, 42.30, 42.30, 42.00, 42.00, 31063
10/16/24, 42.60, 42.60, 42.00, 42.40, 158240
10/15/24, 42.20, 43.50, 42.10, 42.20, 610994
10/14/24, 41.50, 42.40, 41.50, 42.10, 193843
10/11/24, 41.90, 41.90, 41.50, 41.60, 93511
10/10/24, 41.80, 41.80, 41.20, 41.60, 10237
10/09/24, 41.50, 42.00, 41.50, 41.70, 44894
10/08/24, 42.30, 42.30, 41.50, 41.60, 87388
10/07/24, 41.50, 42.90, 41.10, 42.20, 1267711
10/04/24, 41.50, 41.50, 41.00, 41.00, 56139
10/03/24, 41.90, 41.90, 41.50, 41.60, 48726
10/02/24, 43.00, 43.00, 41.60, 41.70, 259203
10/01/24, 40.50, 42.90, 40.00, 42.50, 4850898
09/30/24, 41.20, 41.40, 40.00, 40.50, 271648
09/27/24, 41.00, 41.90, 40.30, 41.30, 167033
09/26/24, 41.00, 41.50, 40.70, 41.00, 745371
09/25/24, 39.30, 40.50, 39.00, 40.00, 823112
09/24/24, 40.00, 40.00, 39.20, 39.40, 47797
09/23/24, 39.00, 40.00, 39.00, 39.60, 317817
09/20/24, 38.50, 38.60, 38.50, 38.60, 21612
09/19/24, 38.80, 39.30, 38.50, 38.90, 55981
09/18/24, 38.70, 39.20, 38.50, 39.00, 21967
09/13/24, 38.00, 38.30, 38.00, 38.00, 8840
09/12/24, 38.30, 38.30, 38.00, 38.00, 15055
09/11/24, 37.50, 38.00, 37.00, 37.50, 202431
09/10/24, 38.70, 38.70, 37.00, 38.00, 21994
09/09/24, 39.50, 39.50, 39.00, 39.00, 410
09/06/24, 39.90, 39.90, 38.70, 39.50, 709
09/05/24, 39.80, 39.80, 39.50, 39.80, 1150
09/04/24, 38.20, 40.00, 38.20, 38.30, 10583
09/03/24, 38.50, 38.50, 37.90, 38.20, 128046
09/02/24, 39.90, 39.90, 38.50, 39.00, 133594
08/30/24, 39.30, 39.50, 39.00, 39.50, 70290
08/29/24, 39.50, 39.50, 39.30, 39.30, 1715652
08/28/24, 39.80, 39.80, 39.00, 39.00, 210542
08/27/24, 40.30, 40.30, 39.80, 40.00, 395438
08/26/24, 40.40, 40.40, 40.00, 40.10, 45518
08/23/24, 40.50, 40.70, 40.50, 40.50, 169867
08/22/24, 40.60, 40.70, 40.50, 40.70, 279690
08/21/24, 40.50, 40.90, 40.50, 40.70, 25200
08/20/24, 40.30, 40.90, 40.10, 40.50, 509801
08/16/24, 40.30, 40.50, 40.00, 40.30, 101038
08/15/24, 40.20, 40.40, 40.20, 40.30, 135220
08/14/24, 40.00, 41.00, 40.00, 40.30, 396217
08/13/24, 39.90, 40.10, 39.90, 40.00, 211489
08/12/24, 39.60, 39.80, 39.50, 39.70, 11001
08/09/24, 39.50, 40.50, 39.50, 39.70, 13585
08/08/24, 40.90, 40.90, 39.60, 39.60, 73244
08/07/24, 40.00, 40.00, 40.00, 40.00, 10942
08/06/24, 40.00, 40.00, 39.90, 40.00, 131741
08/05/24, 40.00, 41.00, 40.00, 40.00, 87099
08/02/24, 40.70, 40.70, 40.00, 40.00, 41875
08/01/24, 40.00, 40.70, 40.00, 40.50, 2108102
07/31/24, 40.10, 40.10, 38.50, 40.00, 387951
07/30/24, 40.00, 40.20, 40.00, 40.00, 132228
07/29/24, 39.90, 40.20, 39.90, 40.00, 56288
07/26/24, 40.10, 40.20, 40.00, 40.10, 10375
07/25/24, 40.20, 40.20, 40.00, 40.00, 50312
07/24/24, 40.00, 40.90, 40.00, 40.40, 749096
07/23/24, 40.00, 40.00, 39.50, 39.50, 26059
07/22/24, 40.00, 40.10, 39.60, 40.00, 258230
07/19/24, 40.00, 40.40, 40.00, 40.00, 112282
07/18/24, 40.00, 40.40, 40.00, 40.00, 228490
07/17/24, 39.60, 40.90, 39.60, 40.00, 321211
07/16/24, 39.00, 39.50, 39.00, 39.50, 572968
07/15/24, 38.80, 39.50, 38.80, 39.50, 76367
07/12/24, 38.80, 38.90, 38.80, 38.80, 9505
07/11/24, 38.90, 39.20, 38.90, 38.90, 302954
07/10/24, 40.00, 40.00, 38.90, 39.00, 342631
07/09/24, 39.50, 39.70, 39.00, 39.50, 268340
07/08/24, 39.90, 40.00, 39.70, 39.70, 100037
07/05/24, 40.00, 40.30, 39.70, 39.90, 268409
07/04/24, 40.00, 40.00, 39.20, 39.60, 143786
07/03/24, 40.00, 40.20, 40.00, 40.00, 96072
07/02/24, 40.20, 40.40, 40.00, 40.00, 93743
07/01/24, 40.40, 40.90, 40.30, 40.40, 43712
06/28/24, 41.00, 41.00, 40.50, 40.50, 72932
06/27/24, 41.00, 41.00, 40.50, 40.70, 53244
06/26/24, 41.50, 41.50, 41.00, 41.00, 141346
06/25/24, 42.00, 42.00, 41.40, 41.50, 100198
06/24/24, 41.00, 42.20, 41.00, 41.90, 283694
06/20/24, 40.20, 42.00, 39.90, 41.70, 330335
06/19/24, 40.00, 40.40, 39.90, 40.20, 106538
06/18/24, 40.60, 40.60, 40.00, 40.00, 145805
06/14/24, 40.00, 40.60, 40.00, 40.40, 1100462
06/13/24, 40.00, 40.50, 39.90, 40.50, 521199
06/12/24, 40.00, 40.30, 40.00, 40.10, 116139
06/11/24, 40.30, 40.50, 40.00, 40.30, 244382
06/10/24, 40.00, 40.30, 40.00, 40.20, 92850
06/07/24, 39.60, 40.10, 39.50, 40.00, 329583
06/06/24, 39.60, 39.60, 39.10, 39.30, 44800
06/05/24, 39.00, 39.90, 39.00, 39.50, 572625
06/04/24, 38.60, 39.20, 38.60, 39.00, 60789
06/03/24, 39.00, 39.40, 39.00, 39.00, 363811
05/31/24, 39.00, 39.20, 39.00, 39.00, 723196
05/30/24, 38.60, 39.00, 38.50, 39.00, 251496
05/29/24, 39.00, 39.00, 38.60, 38.70, 88357
05/28/24, 39.00, 39.50, 39.00, 39.00, 64098
05/27/24, 39.00, 39.60, 39.00, 39.30, 277970
05/22/24, 39.00, 39.60, 38.80, 39.50, 187105
05/21/24, 38.00, 39.00, 38.00, 38.80, 38155
05/20/24, 39.00, 39.00, 38.10, 38.20, 76066
05/17/24, 39.20, 39.30, 38.90, 39.00, 636768
05/16/24, 38.30, 39.10, 37.90, 39.00, 2120053
05/15/24, 38.40, 39.00, 38.40, 38.50, 416697
05/14/24, 39.00, 39.40, 38.40, 38.50, 76414
05/13/24, 39.00, 39.50, 38.50, 39.40, 423401
05/10/24, 37.80, 39.20, 37.60, 39.00, 758795
05/09/24, 37.90, 38.00, 37.60, 37.70, 11410
05/08/24, 37.80, 38.00, 37.60, 37.80, 45141
05/07/24, 37.00, 38.00, 37.00, 37.90, 1243294
05/06/24, 37.00, 37.50, 36.90, 37.00, 86022
05/03/24, 37.40, 37.40, 37.00, 37.00, 68343
05/02/24, 37.50, 37.50, 37.00, 37.30, 566694
04/30/24, 37.00, 37.50, 37.00, 37.50, 115806
04/29/24, 37.00, 37.80, 36.90, 37.50, 132995
04/26/24, 37.90, 37.90, 37.10, 37.20, 33027
04/25/24, 37.30, 37.90, 37.00, 37.50, 131257
04/24/24, 37.00, 37.50, 37.00, 37.30, 24881
04/22/24, 37.40, 37.50, 37.00, 37.00, 92552
04/19/24, 37.50, 37.50, 37.10, 37.30, 18984
04/18/24, 37.40, 37.80, 37.20, 37.80, 19229
04/17/24, 37.50, 38.00, 37.40, 37.80, 693362
04/16/24, 38.00, 38.00, 37.50, 37.50, 118699
04/15/24, 37.80, 38.10, 37.50, 38.00, 1933342
04/10/24, 37.00, 37.90, 37.00, 37.40, 29973
04/09/24, 37.10, 37.50, 37.00, 37.00, 450547
04/08/24, 37.60, 37.70, 37.00, 37.20, 16556
04/05/24, 36.80, 37.70, 36.60, 36.90, 85074
04/04/24, 37.20, 37.20, 36.80, 36.90, 323458
04/03/24, 37.30, 37.50, 37.00, 37.30, 367381
04/02/24, 38.20, 38.20, 37.30, 37.60, 322310
04/01/24, 38.00, 38.20, 38.00, 38.00, 229291
03/28/24, 38.20, 38.20, 37.50, 37.60, 85033
03/27/24, 37.70, 38.40, 37.50, 38.00, 222698
03/26/24, 38.50, 38.50, 37.00, 37.30, 1081314
03/25/24, 38.80, 38.80, 38.50, 38.50, 123601
03/22/24, 38.10, 38.70, 38.10, 38.50, 515498
03/21/24, 39.00, 39.00, 38.10, 38.60, 46937
03/20/24, 39.00, 39.00, 38.00, 39.00, 41040
03/19/24, 39.20, 39.30, 39.00, 39.30, 47898
03/18/24, 39.50, 40.00, 39.10, 39.20, 567603
03/15/24, 39.50, 40.00, 39.20, 39.90, 311796
03/14/24, 39.30, 40.00, 38.10, 39.80, 816026
03/13/24, 38.40, 39.30, 37.70, 39.10, 390852
03/12/24, 38.00, 38.40, 37.40, 38.00, 225030
03/11/24, 37.80, 38.30, 37.70, 37.70, 45722
03/07/24, 38.10, 38.30, 37.50, 37.70, 919823
03/06/24, 37.80, 38.50, 37.80, 38.00, 297205
03/05/24, 37.30, 37.80, 37.10, 37.70, 142981
03/04/24, 37.10, 37.30, 37.10, 37.10, 16811
03/01/24, 37.20, 37.30, 37.00, 37.10, 12090
02/29/24, 37.10, 37.40, 37.00, 37.20, 29800
02/28/24, 36.60, 37.30, 36.60, 37.00, 1072020
02/27/24, 36.60, 37.20, 36.60, 37.00, 111485
02/26/24, 37.00, 37.00, 36.50, 36.50, 20167
02/22/24, 37.00, 37.10, 36.00, 36.50, 221201
02/21/24, 36.40, 37.00, 36.00, 37.00, 601469
02/20/24, 36.00, 36.50, 36.00, 36.40, 8218
02/19/24, 36.20, 36.20, 36.00, 36.00, 12962
02/16/24, 36.00, 36.20, 36.00, 36.00, 64995
02/15/24, 36.00, 36.20, 36.00, 36.00, 196331
02/14/24, 36.20, 36.20, 36.10, 36.20, 1325
02/13/24, 36.00, 36.20, 36.00, 36.10, 59603
02/12/24, 35.70, 36.00, 35.70, 35.90, 15412
02/09/24, 36.00, 36.00, 35.70, 35.70, 550
02/08/24, 36.00, 36.00, 35.70, 36.00, 18411
02/07/24, 36.50, 36.50, 36.00, 36.00, 40630
02/06/24, 36.90, 36.90, 36.00, 36.00, 591074
02/02/24, 36.20, 36.90, 36.20, 36.50, 5215
02/01/24, 36.40, 36.40, 36.20, 36.20, 2409
01/31/24, 36.50, 36.50, 36.00, 36.00, 8141
01/30/24, 36.00, 36.50, 36.00, 36.50, 100603
01/29/24, 36.00, 36.60, 36.00, 36.40, 6618
01/26/24, 36.00, 36.00, 36.00, 36.00, 30149
01/24/24, 36.30, 36.90, 36.00, 36.00, 8258
01/23/24, 37.00, 37.00, 36.50, 36.50, 398421
01/22/24, 36.80, 37.10, 36.80, 37.00, 166884
01/19/24, 37.20, 37.20, 36.80, 36.90, 5937
01/18/24, 36.80, 37.20, 36.80, 37.00, 688070
01/17/24, 37.40, 37.50, 36.80, 36.80, 550925
01/16/24, 37.60, 37.60, 37.20, 37.50, 38086
01/12/24, 37.00, 37.70, 36.40, 37.50, 1044840
01/11/24, 36.60, 36.90, 36.50, 36.90, 253867
01/10/24, 36.70, 36.70, 36.30, 36.60, 38756
01/09/24, 36.50, 36.90, 36.20, 36.60, 37717
01/08/24, 37.40, 37.40, 36.20, 36.40, 20672
01/05/24, 36.60, 38.30, 36.60, 37.60, 84178
01/04/24, 36.30, 36.60, 36.20, 36.50, 20058
01/03/24, 36.00, 36.40, 36.00, 36.30, 61974
01/02/24, 36.30, 36.30, 36.00, 36.00, 12422
